;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
268;tripadvisor;2016-12;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;269.0;59;;;;0
269;tripadvisor;2017-01;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;257.5;56;;;;0
270;tripadvisor;2017-02;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;304.0;69;;;;0
271;tripadvisor;2017-03;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;255.0;56;;;;0
272;tripadvisor;2017-04;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;380.5;87;;;;0
273;tripadvisor;2017-05;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;337.0;77;;;;0
274;tripadvisor;2017-06;centre-val-de-loire;offre_de_loisirs;jeux et divertissements;;fr;170.5;37;;;;0
275;tripadvisor;2013-04;corse;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
276;tripadvisor;2013-07;corse;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
277;tripadvisor;2013-09;corse;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
278;tripadvisor;2013-10;corse;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
279;tripadvisor;2014-01;corse;offre_de_loisirs;jeux et divertissements;;fr;31.5;7;;;;0
280;tripadvisor;2014-02;corse;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
281;tripadvisor;2014-03;corse;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
282;tripadvisor;2014-04;corse;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
283;tripadvisor;2014-06;corse;offre_de_loisirs;jeux et divertissements;;fr;18.0;4;;;;0
284;tripadvisor;2014-07;corse;offre_de_loisirs;jeux et divertissements;;fr;24.0;5;;;;0
285;tripadvisor;2014-08;corse;offre_de_loisirs;jeux et divertissements;;fr;42.5;10;;;;0
286;tripadvisor;2014-09;corse;offre_de_loisirs;jeux et divertissements;;fr;34.5;8;;;;0
287;tripadvisor;2014-11;corse;offre_de_loisirs;jeux et divertissements;;fr;12.5;3;;;;0
288;tripadvisor;2014-12;corse;offre_de_loisirs;jeux et divertissements;;fr;4.0;1;;;;0
289;tripadvisor;2015-01;corse;offre_de_loisirs;jeux et divertissements;;fr;9.0;2;;;;0
290;tripadvisor;2015-03;corse;offre_de_loisirs;jeux et divertissements;;fr;4.5;1;;;;0
291;tripadvisor;2015-04;corse;offre_de_loisirs;jeux et divertissements;;fr;23.5;5;;;;0
292;tripadvisor;2015-05;corse;offre_de_loisirs;jeux et divertissements;;fr;93.0;19;;;;0
293;tripadvisor;2015-06;corse;offre_de_loisirs;jeux et divertissements;;fr;50.0;11;;;;0
294;tripadvisor;2015-07;corse;offre_de_loisirs;jeux et divertissements;;fr;66.0;15;;;;0
295;tripadvisor;2015-08;corse;offre_de_loisirs;jeux et divertissements;;fr;56.5;12;;;;0
296;tripadvisor;2015-09;corse;offre_de_loisirs;jeux et divertissements;;fr;21.5;5;;;;0
297;tripadvisor;2015-10;corse;offre_de_loisirs;jeux et divertissements;;fr;23.5;6;;;;0
298;tripadvisor;2015-11;corse;offre_de_loisirs;jeux et divertissements;;fr;5.0;1;;;;0
