;website;date;region;type_activite;sous_type_activite;sous_sous_categorie;language;note;nb_note;note_cuisine;note_service;note_cadre;nb_note_resto
257;tripadvisor;2016-08;bretagne;patrimoine;patrimoine culturel;;fr;16507.0;3654;;;;0
258;tripadvisor;2016-09;bretagne;patrimoine;patrimoine culturel;;fr;8098.0;1786;;;;0
259;tripadvisor;2016-10;bretagne;patrimoine;patrimoine culturel;;fr;5708.5;1254;;;;0
260;tripadvisor;2016-11;bretagne;patrimoine;patrimoine culturel;;fr;4086.0;907;;;;0
261;tripadvisor;2016-12;bretagne;patrimoine;patrimoine culturel;;fr;2600.0;574;;;;0
262;tripadvisor;2017-01;bretagne;patrimoine;patrimoine culturel;;fr;2082.0;460;;;;0
263;tripadvisor;2017-02;bretagne;patrimoine;patrimoine culturel;;fr;3298.0;735;;;;0
264;tripadvisor;2017-03;bretagne;patrimoine;patrimoine culturel;;fr;2697.0;595;;;;0
265;tripadvisor;2017-04;bretagne;patrimoine;patrimoine culturel;;fr;7414.0;1637;;;;0
266;tripadvisor;2017-05;bretagne;patrimoine;patrimoine culturel;;fr;60911.5;13504;;;;0
267;tripadvisor;2017-06;bretagne;patrimoine;patrimoine culturel;;fr;2577.5;567;;;;0
308;tripadvisor;2013-01;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;366.0;82;;;;0
309;tripadvisor;2013-02;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;411.5;93;;;;0
310;tripadvisor;2013-03;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;536.5;120;;;;0
311;tripadvisor;2013-04;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;895.0;202;;;;0
312;tripadvisor;2013-05;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1344.0;302;;;;0
313;tripadvisor;2013-06;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;887.5;200;;;;0
314;tripadvisor;2013-07;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1050.0;237;;;;0
315;tripadvisor;2013-08;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2332.5;527;;;;0
316;tripadvisor;2013-09;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1011.0;228;;;;0
317;tripadvisor;2013-10;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;977.5;220;;;;0
318;tripadvisor;2013-11;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;653.5;147;;;;0
319;tripadvisor;2013-12;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;310.5;70;;;;0
320;tripadvisor;2014-01;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;444.0;100;;;;0
321;tripadvisor;2014-02;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;349.0;78;;;;0
322;tripadvisor;2014-03;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;504.5;114;;;;0
323;tripadvisor;2014-04;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1179.0;265;;;;0
324;tripadvisor;2014-05;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1658.5;371;;;;0
325;tripadvisor;2014-06;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1558.5;352;;;;0
326;tripadvisor;2014-07;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2377.5;536;;;;0
327;tripadvisor;2014-08;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;3935.5;887;;;;0
328;tripadvisor;2014-09;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;2129.0;478;;;;0
329;tripadvisor;2014-10;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1513.5;340;;;;0
330;tripadvisor;2014-11;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1384.0;312;;;;0
331;tripadvisor;2014-12;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;577.5;130;;;;0
332;tripadvisor;2015-01;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;648.0;145;;;;0
333;tripadvisor;2015-02;centre-val-de-loire;patrimoine;patrimoine culturel;;fr;1024.5;231;;;;0
